timestamp,device_id,src_ip,dst_ip,protocol,packet_size_bytes,flow_duration_ms,direction,label
2024-08-01T04:03:19,device_12,10.0.0.183,192.89.185.131,UDP,308,103,inbound,benign
2024-08-01T04:03:25,device_13,10.0.0.81,158.185.209.45,HTTPS,291,243,outbound,benign
2024-08-01T05:20:41,device_07,10.0.0.153,183.100.148.191,MQTT,310,232,inbound,benign
2024-08-01T05:39:59,device_04,10.0.0.157,167.75.37.62,HTTP,623,172,outbound,benign
2024-08-01T06:51:09,device_06,10.0.0.98,216.30.23.76,TCP,471,461,inbound,benign
2024-08-01T07:23:23,device_05,10.0.0.21,149.123.159.103,HTTPS,176,280,inbound,benign
2024-08-01T08:12:26,device_11,10.0.0.48,137.224.192.218,MQTT,249,153,inbound,benign
2024-08-01T09:24:59,device_08,10.0.0.108,136.237.104.88,HTTPS,354,161,outbound,benign
2024-08-01T10:16:51,device_01,10.0.0.39,106.72.40.63,TCP,85,292,outbound,benign
2024-08-01T11:25:22,device_11,10.0.0.5,31.254.49.35,TCP,366,158,inbound,Recon
2024-08-01T15:55:53,device_12,10.0.0.171,145.13.40.252,UDP,923,500,inbound,DDoS
2024-08-01T16:29:32,device_08,10.0.0.64,174.155.211.236,HTTPS,1300,365,inbound,benign
2024-08-01T19:57:11,device_12,10.0.0.182,180.1.42.186,HTTP,799,153,outbound,Mirai
2024-08-01T21:09:52,device_13,10.0.0.244,210.118.238.36,UDP,1078,346,inbound,benign
2024-08-01T21:10:44,device_08,10.0.0.133,132.255.157.128,TCP,244,484,outbound,benign
2024-08-01T22:29:23,device_04,10.0.0.53,47.78.119.3,UDP,93,69,outbound,benign
2024-08-01T22:31:15,device_05,10.0.0.84,27.59.135.182,HTTP,1421,153,outbound,benign
2024-08-01T22:32:46,device_07,10.0.0.93,171.225.158.100,TCP,504,30,inbound,benign
2024-08-02T01:09:32,device_15,10.0.0.58,101.232.8.3,MQTT,238,82,inbound,Recon
2024-08-02T01:33:34,device_15,10.0.0.227,51.83.212.31,HTTPS,1326,210,inbound,benign
2024-08-02T04:51:51,device_10,10.0.0.234,193.75.224.60,TCP,1102,202,inbound,benign
2024-08-02T06:13:09,device_05,10.0.0.117,144.75.223.24,UDP,983,453,outbound,DDoS
2024-08-02T10:40:13,device_12,10.0.0.139,86.93.89.215,UDP,390,122,inbound,benign
2024-08-02T11:10:24,device_05,10.0.0.121,18.144.62.27,UDP,181,48,outbound,benign
2024-08-02T11:35:14,device_14,10.0.0.108,40.190.144.141,HTTP,1438,79,inbound,benign
2024-08-02T11:59:27,device_07,10.0.0.39,136.118.187.2,HTTP,124,27,inbound,benign
2024-08-02T13:04:01,device_09,10.0.0.134,199.174.229.202,UDP,754,149,outbound,benign
2024-08-02T14:55:26,device_11,10.0.0.215,118.11.124.12,UDP,1234,304,inbound,benign
2024-08-02T15:05:27,device_02,10.0.0.17,29.252.176.232,TCP,1329,387,outbound,benign
2024-08-02T15:46:37,device_03,10.0.0.60,49.75.92.45,HTTPS,377,146,inbound,benign
2024-08-02T16:23:45,device_15,10.0.0.97,97.211.110.142,UDP,87,19,inbound,benign
2024-08-02T16:36:45,device_01,10.0.0.31,210.47.196.102,HTTPS,224,266,inbound,benign
2024-08-02T17:24:03,device_09,10.0.0.43,131.211.105.110,MQTT,540,41,outbound,benign
2024-08-02T17:44:46,device_09,10.0.0.246,212.0.165.126,TCP,289,476,outbound,benign
2024-08-02T19:22:26,device_09,10.0.0.30,122.72.42.191,TCP,1091,251,inbound,benign
2024-08-02T20:24:50,device_07,10.0.0.218,89.168.205.66,HTTPS,939,240,outbound,benign
2024-08-02T21:31:09,device_08,10.0.0.61,155.253.142.16,UDP,1286,318,inbound,benign
2024-08-02T21:54:21,device_02,10.0.0.148,60.100.228.169,HTTPS,824,286,outbound,benign
2024-08-02T22:45:33,device_11,10.0.0.157,206.21.34.252,HTTP,338,1,outbound,benign
2024-08-02T22:47:03,device_07,10.0.0.210,148.98.44.150,TCP,1348,492,inbound,benign
2024-08-02T22:57:39,device_04,10.0.0.203,172.203.254.66,HTTPS,1214,316,inbound,benign
2024-08-03T03:12:21,device_12,10.0.0.19,190.228.18.164,TCP,717,100,inbound,benign
2024-08-03T03:36:19,device_05,10.0.0.126,86.33.150.4,HTTP,143,112,outbound,benign
2024-08-03T04:09:38,device_01,10.0.0.235,58.63.118.88,MQTT,857,319,inbound,benign
2024-08-03T08:09:25,device_10,10.0.0.66,149.111.57.73,HTTP,1106,470,inbound,benign
2024-08-03T09:01:31,device_13,10.0.0.207,165.162.200.113,HTTP,1020,357,inbound,benign
2024-08-03T09:26:16,device_03,10.0.0.63,119.120.42.207,UDP,1022,175,inbound,Mirai
2024-08-03T09:28:44,device_09,10.0.0.182,172.142.152.53,HTTPS,1142,71,outbound,benign
2024-08-03T10:27:24,device_01,10.0.0.57,221.130.243.215,TCP,981,382,outbound,benign
2024-08-03T10:33:17,device_01,10.0.0.32,50.182.110.24,HTTPS,728,3,inbound,benign
2024-08-03T10:43:26,device_09,10.0.0.98,72.40.62.247,TCP,777,4,inbound,benign
2024-08-03T11:03:35,device_11,10.0.0.206,46.149.26.226,MQTT,179,225,outbound,DDoS
2024-08-03T12:17:06,device_02,10.0.0.165,38.36.93.101,MQTT,1365,78,inbound,Recon
2024-08-03T14:52:54,device_09,10.0.0.76,118.250.228.16,UDP,1076,259,outbound,benign
2024-08-03T15:20:32,device_07,10.0.0.19,138.101.219.48,HTTPS,358,150,outbound,benign
2024-08-03T16:15:00,device_04,10.0.0.51,188.123.26.202,UDP,501,316,inbound,benign
2024-08-03T16:32:06,device_12,10.0.0.189,44.46.58.181,HTTP,1358,186,inbound,benign
2024-08-03T17:36:55,device_11,10.0.0.209,121.38.75.187,TCP,397,28,inbound,benign
2024-08-03T17:40:37,device_08,10.0.0.91,197.109.77.236,HTTP,1321,352,outbound,benign
2024-08-03T18:15:39,device_07,10.0.0.56,51.3.144.69,HTTPS,826,262,outbound,benign
2024-08-03T20:06:29,device_14,10.0.0.116,28.139.122.131,HTTPS,738,464,inbound,benign
2024-08-03T20:08:53,device_01,10.0.0.201,88.80.190.30,MQTT,609,429,outbound,benign
2024-08-03T20:31:11,device_05,10.0.0.22,188.167.95.137,MQTT,1049,92,outbound,benign
2024-08-03T22:16:34,device_09,10.0.0.85,213.1.227.42,MQTT,704,115,inbound,benign
2024-08-03T23:43:48,device_06,10.0.0.124,159.162.31.182,TCP,638,474,outbound,benign
2024-08-04T00:44:02,device_01,10.0.0.233,214.238.171.213,HTTP,679,357,inbound,DDoS
2024-08-04T01:53:07,device_10,10.0.0.229,124.80.27.26,MQTT,480,499,inbound,benign
2024-08-04T03:18:34,device_15,10.0.0.229,126.203.122.82,UDP,1005,261,inbound,benign
2024-08-04T03:47:50,device_13,10.0.0.34,48.113.42.113,HTTP,1105,221,outbound,Mirai
2024-08-04T05:52:09,device_07,10.0.0.131,57.120.184.190,MQTT,600,102,outbound,benign
2024-08-04T07:43:49,device_09,10.0.0.246,203.110.85.228,HTTP,1071,348,inbound,benign
2024-08-04T09:35:16,device_14,10.0.0.111,77.154.195.151,MQTT,902,386,inbound,benign
2024-08-04T12:25:41,device_11,10.0.0.66,176.71.238.58,UDP,286,21,outbound,benign
2024-08-04T14:07:54,device_07,10.0.0.126,136.109.205.232,TCP,397,195,inbound,DDoS
2024-08-04T15:35:31,device_09,10.0.0.137,186.227.1.121,UDP,1018,307,inbound,benign
2024-08-04T16:06:40,device_03,10.0.0.182,219.198.55.215,HTTPS,1402,168,outbound,benign
2024-08-04T17:39:36,device_12,10.0.0.14,42.106.6.128,TCP,932,253,outbound,benign
2024-08-04T19:14:10,device_01,10.0.0.238,80.34.87.221,UDP,234,313,inbound,benign
2024-08-04T19:36:56,device_13,10.0.0.125,148.245.26.44,MQTT,1241,51,inbound,benign
2024-08-04T21:22:39,device_02,10.0.0.217,135.173.198.252,UDP,613,247,outbound,DDoS
2024-08-04T22:29:09,device_07,10.0.0.72,120.153.247.201,TCP,799,129,inbound,benign
2024-08-04T23:11:34,device_04,10.0.0.149,200.176.27.165,MQTT,297,27,inbound,benign
2024-08-05T00:13:06,device_11,10.0.0.78,221.212.50.221,TCP,757,222,inbound,benign
2024-08-05T03:22:06,device_02,10.0.0.99,183.6.12.96,HTTPS,499,92,outbound,benign
2024-08-05T03:29:42,device_06,10.0.0.190,112.236.104.185,UDP,408,485,inbound,benign
2024-08-05T06:43:34,device_12,10.0.0.2,28.2.178.240,UDP,390,277,outbound,benign
2024-08-05T07:00:16,device_12,10.0.0.195,135.83.0.14,UDP,1188,110,outbound,benign
2024-08-05T07:23:32,device_10,10.0.0.120,106.180.229.210,UDP,908,53,outbound,benign
2024-08-05T07:37:19,device_01,10.0.0.252,186.60.47.139,MQTT,515,41,inbound,benign
2024-08-05T08:05:38,device_08,10.0.0.60,149.60.169.241,UDP,372,306,inbound,benign
2024-08-05T08:29:58,device_06,10.0.0.80,68.163.191.21,HTTPS,862,87,inbound,benign
2024-08-05T10:25:33,device_12,10.0.0.147,87.157.37.151,TCP,591,236,inbound,Mirai
2024-08-05T12:36:51,device_02,10.0.0.95,63.173.102.153,HTTP,311,120,outbound,benign
2024-08-05T13:00:04,device_05,10.0.0.101,147.228.45.79,MQTT,846,418,inbound,Recon
2024-08-05T14:58:12,device_03,10.0.0.165,190.226.116.180,HTTPS,449,458,inbound,benign
2024-08-05T15:16:10,device_03,10.0.0.142,177.0.237.75,HTTPS,1255,124,outbound,benign
2024-08-05T16:41:06,device_12,10.0.0.133,190.246.204.7,MQTT,1365,166,inbound,benign
2024-08-05T17:30:30,device_15,10.0.0.3,195.37.167.31,MQTT,1262,240,outbound,benign
2024-08-05T19:01:14,device_05,10.0.0.250,77.130.9.194,UDP,1453,479,outbound,benign
2024-08-05T20:23:51,device_02,10.0.0.129,102.31.115.108,TCP,1238,391,inbound,Mirai
2024-08-05T21:38:18,device_11,10.0.0.23,85.171.47.210,UDP,1437,159,inbound,benign
2024-08-05T21:47:40,device_13,10.0.0.244,147.69.226.200,HTTP,1064,247,outbound,benign
2024-08-05T22:27:26,device_01,10.0.0.139,96.19.235.169,HTTP,1223,264,outbound,benign
2024-08-05T22:38:52,device_06,10.0.0.84,64.41.96.66,TCP,981,216,inbound,Recon
2024-08-06T00:06:30,device_09,10.0.0.2,163.66.151.25,TCP,794,4,outbound,benign
2024-08-06T00:30:02,device_14,10.0.0.94,152.224.90.134,HTTPS,1393,328,outbound,benign
2024-08-06T02:13:46,device_02,10.0.0.210,162.59.52.167,MQTT,387,293,outbound,benign
2024-08-06T03:06:31,device_05,10.0.0.198,71.188.199.109,HTTPS,1404,415,inbound,benign
2024-08-06T03:50:11,device_12,10.0.0.111,47.197.175.73,UDP,669,394,outbound,benign
2024-08-06T04:20:14,device_06,10.0.0.166,52.160.191.97,HTTP,1387,87,outbound,benign
2024-08-06T05:40:07,device_01,10.0.0.178,103.209.238.226,HTTP,724,473,outbound,benign
2024-08-06T06:33:53,device_05,10.0.0.23,70.242.52.123,UDP,65,446,outbound,benign
2024-08-06T08:03:58,device_14,10.0.0.15,71.203.28.124,HTTPS,759,150,inbound,benign
2024-08-06T09:02:47,device_10,10.0.0.195,18.205.176.39,UDP,391,117,inbound,benign
2024-08-06T09:03:35,device_02,10.0.0.92,147.63.250.186,TCP,1465,188,inbound,benign
2024-08-06T09:16:43,device_03,10.0.0.59,174.178.167.173,UDP,236,202,outbound,benign
2024-08-06T10:51:08,device_04,10.0.0.13,149.121.149.11,UDP,628,475,inbound,benign
2024-08-06T12:46:14,device_03,10.0.0.232,107.170.172.26,UDP,446,363,inbound,benign
2024-08-06T12:53:09,device_13,10.0.0.224,148.214.93.228,UDP,459,187,outbound,benign
2024-08-06T14:50:06,device_10,10.0.0.134,108.12.86.63,TCP,768,328,inbound,benign
2024-08-06T15:09:07,device_10,10.0.0.138,28.82.11.229,UDP,1324,39,outbound,DDoS
2024-08-06T16:01:46,device_01,10.0.0.36,166.141.251.65,HTTP,1092,64,inbound,benign
2024-08-06T16:44:16,device_02,10.0.0.101,69.99.215.236,TCP,555,40,outbound,benign
2024-08-06T17:00:45,device_05,10.0.0.88,54.94.79.65,MQTT,854,227,inbound,benign
2024-08-06T17:49:30,device_07,10.0.0.244,163.113.113.88,HTTPS,1305,401,outbound,benign
2024-08-06T20:16:48,device_01,10.0.0.67,169.19.152.166,HTTPS,1077,476,outbound,benign
2024-08-06T23:37:27,device_11,10.0.0.233,210.146.100.178,MQTT,154,29,outbound,benign
2024-08-07T00:04:36,device_05,10.0.0.247,182.35.62.65,HTTP,709,450,outbound,benign
2024-08-07T00:58:53,device_14,10.0.0.229,176.82.174.102,HTTP,1092,357,outbound,benign
2024-08-07T01:52:19,device_13,10.0.0.126,159.169.171.225,TCP,684,416,inbound,benign
2024-08-07T02:48:48,device_01,10.0.0.145,180.244.43.224,UDP,308,268,outbound,benign
2024-08-07T03:26:37,device_10,10.0.0.154,104.227.6.239,MQTT,973,70,outbound,benign
2024-08-07T04:05:58,device_04,10.0.0.177,196.143.201.27,HTTPS,1263,160,inbound,benign
2024-08-07T04:16:18,device_15,10.0.0.251,177.171.123.113,TCP,319,215,outbound,benign
2024-08-07T05:01:47,device_11,10.0.0.107,47.198.125.242,HTTP,970,276,outbound,benign
2024-08-07T06:55:29,device_05,10.0.0.151,144.220.219.50,MQTT,416,382,inbound,benign
2024-08-07T09:21:36,device_07,10.0.0.68,90.26.38.224,HTTPS,1110,317,inbound,benign
2024-08-07T09:32:20,device_15,10.0.0.58,84.54.1.62,MQTT,951,297,outbound,benign
2024-08-07T11:06:30,device_08,10.0.0.64,149.221.201.216,HTTP,630,281,inbound,benign
2024-08-07T12:33:53,device_01,10.0.0.245,116.231.127.25,HTTP,268,412,inbound,benign
2024-08-07T14:52:36,device_11,10.0.0.173,39.191.95.76,HTTPS,524,58,outbound,Recon
2024-08-07T16:52:43,device_08,10.0.0.19,54.28.169.64,HTTPS,1019,389,outbound,benign
2024-08-07T21:15:26,device_08,10.0.0.251,43.235.161.177,TCP,84,346,inbound,benign
2024-08-07T21:34:17,device_14,10.0.0.189,35.16.51.42,MQTT,674,358,outbound,benign
2024-08-08T00:01:13,device_09,10.0.0.235,161.62.83.194,UDP,306,482,outbound,benign
2024-08-08T00:17:43,device_07,10.0.0.65,58.221.234.99,UDP,1490,292,inbound,benign
2024-08-08T01:42:47,device_07,10.0.0.246,70.127.14.140,TCP,588,284,inbound,benign
2024-08-08T02:23:44,device_07,10.0.0.80,200.150.65.46,TCP,1497,486,outbound,benign
2024-08-08T04:05:37,device_04,10.0.0.53,115.44.211.248,MQTT,755,262,inbound,benign
2024-08-08T05:08:18,device_02,10.0.0.5,194.70.5.42,HTTP,770,268,outbound,benign
2024-08-08T05:38:10,device_05,10.0.0.99,131.156.232.73,HTTP,1211,311,outbound,benign
2024-08-08T09:20:41,device_09,10.0.0.10,16.245.79.183,HTTP,380,422,inbound,benign
2024-08-08T09:22:41,device_01,10.0.0.97,109.71.14.25,HTTPS,154,436,inbound,benign
2024-08-08T09:28:09,device_04,10.0.0.147,138.92.144.6,MQTT,393,454,inbound,benign
2024-08-08T10:03:38,device_05,10.0.0.246,116.35.55.176,HTTPS,836,168,outbound,benign
2024-08-08T12:29:53,device_10,10.0.0.65,90.146.229.248,UDP,616,442,outbound,benign
2024-08-08T16:07:17,device_06,10.0.0.164,27.2.231.71,UDP,405,296,inbound,benign
2024-08-08T16:12:26,device_15,10.0.0.32,104.123.90.231,HTTP,843,310,inbound,benign
2024-08-08T16:40:43,device_06,10.0.0.120,68.231.238.178,MQTT,1021,254,outbound,benign
2024-08-08T20:17:18,device_11,10.0.0.241,85.252.146.132,MQTT,1397,230,inbound,benign
2024-08-08T20:39:09,device_14,10.0.0.144,65.197.104.55,HTTP,894,461,inbound,benign
2024-08-08T20:53:23,device_10,10.0.0.239,70.120.182.244,UDP,1172,438,outbound,benign
2024-08-08T22:00:37,device_06,10.0.0.22,139.152.73.48,MQTT,88,136,inbound,benign
2024-08-08T22:20:43,device_09,10.0.0.40,221.227.15.160,TCP,1160,455,inbound,benign
2024-08-08T23:41:18,device_01,10.0.0.213,189.250.13.48,UDP,202,467,outbound,benign
2024-08-09T00:15:58,device_06,10.0.0.115,197.153.152.174,HTTPS,1149,75,outbound,benign
2024-08-09T00:43:33,device_12,10.0.0.217,90.173.146.183,HTTP,1249,436,inbound,benign
2024-08-09T00:57:56,device_03,10.0.0.3,223.92.36.92,UDP,157,261,outbound,benign
2024-08-09T01:21:05,device_04,10.0.0.139,65.49.112.80,HTTPS,1231,47,inbound,benign
2024-08-09T03:11:45,device_01,10.0.0.223,106.238.177.187,HTTP,497,316,inbound,benign
2024-08-09T04:58:13,device_10,10.0.0.83,201.56.252.27,UDP,419,73,outbound,Recon
2024-08-09T07:12:05,device_11,10.0.0.127,40.73.220.56,HTTPS,1377,55,outbound,benign
2024-08-09T11:26:57,device_09,10.0.0.193,155.212.54.197,HTTPS,793,346,outbound,benign
2024-08-09T12:16:11,device_07,10.0.0.235,144.243.162.50,TCP,217,383,outbound,benign
2024-08-09T12:27:11,device_15,10.0.0.193,15.100.226.93,HTTPS,459,3,outbound,benign
2024-08-09T13:10:42,device_07,10.0.0.222,32.36.13.165,UDP,711,197,outbound,benign
2024-08-09T13:41:56,device_13,10.0.0.181,132.138.106.86,TCP,639,306,inbound,benign
2024-08-09T14:05:14,device_13,10.0.0.4,190.72.234.95,MQTT,1126,96,inbound,benign
2024-08-09T14:31:40,device_10,10.0.0.208,153.253.19.208,UDP,737,78,inbound,benign
2024-08-09T19:07:35,device_12,10.0.0.148,17.6.81.74,HTTPS,399,329,outbound,benign
2024-08-09T19:52:33,device_04,10.0.0.85,192.192.1.94,UDP,87,71,outbound,benign
2024-08-09T20:39:12,device_01,10.0.0.112,109.38.171.170,MQTT,1336,264,inbound,benign
2024-08-09T20:41:20,device_10,10.0.0.35,160.117.51.185,MQTT,542,285,outbound,benign
2024-08-09T22:15:06,device_03,10.0.0.46,33.195.123.128,HTTPS,353,119,outbound,benign
2024-08-09T22:16:00,device_10,10.0.0.164,205.21.225.103,TCP,1250,61,inbound,benign
2024-08-09T23:11:01,device_05,10.0.0.120,158.92.64.66,HTTP,889,334,outbound,benign
2024-08-09T23:25:32,device_12,10.0.0.107,158.7.48.251,MQTT,437,348,outbound,benign
2024-08-10T00:10:19,device_04,10.0.0.89,209.248.98.58,UDP,377,40,outbound,benign
2024-08-10T01:12:45,device_10,10.0.0.183,142.132.66.179,MQTT,1265,490,outbound,benign
2024-08-10T03:17:56,device_11,10.0.0.106,107.71.108.66,HTTP,816,359,outbound,benign
2024-08-10T03:51:28,device_07,10.0.0.7,108.99.120.223,HTTPS,1179,81,outbound,benign
2024-08-10T03:59:22,device_06,10.0.0.208,202.206.244.152,UDP,590,5,inbound,benign
2024-08-10T04:12:32,device_02,10.0.0.232,46.103.1.160,MQTT,85,235,outbound,benign
2024-08-10T05:10:42,device_02,10.0.0.157,15.169.120.56,MQTT,960,407,inbound,benign
2024-08-10T05:29:45,device_05,10.0.0.182,192.242.252.126,HTTP,578,147,outbound,benign
2024-08-10T05:36:23,device_14,10.0.0.179,210.84.224.12,HTTP,806,347,inbound,Recon
2024-08-10T05:51:07,device_13,10.0.0.84,29.115.203.223,UDP,379,100,inbound,benign
2024-08-10T06:54:22,device_13,10.0.0.177,178.65.61.149,UDP,1091,213,inbound,benign
2024-08-10T07:28:38,device_01,10.0.0.85,201.180.208.114,MQTT,971,254,inbound,benign
2024-08-10T07:40:30,device_07,10.0.0.14,54.88.170.67,HTTP,1463,271,outbound,DDoS
2024-08-10T08:12:25,device_12,10.0.0.245,50.58.85.124,TCP,845,169,inbound,benign
2024-08-10T09:15:58,device_12,10.0.0.149,164.89.18.163,UDP,555,246,outbound,benign
2024-08-10T09:28:10,device_11,10.0.0.74,82.2.208.54,TCP,908,337,inbound,benign
2024-08-10T09:57:37,device_15,10.0.0.108,214.67.16.167,UDP,181,199,outbound,DDoS
2024-08-10T13:11:15,device_07,10.0.0.111,175.107.81.243,HTTPS,708,213,inbound,benign
2024-08-10T14:49:49,device_02,10.0.0.63,146.2.60.31,MQTT,1387,440,outbound,benign
2024-08-10T18:36:29,device_08,10.0.0.232,93.182.30.3,UDP,915,389,inbound,benign
2024-08-10T19:02:43,device_08,10.0.0.30,161.81.210.7,UDP,1353,337,outbound,benign
2024-08-10T19:25:11,device_14,10.0.0.132,20.211.43.241,HTTPS,1281,19,outbound,benign
2024-08-10T19:28:14,device_04,10.0.0.228,197.204.48.221,UDP,1227,57,inbound,benign
2024-08-10T20:09:29,device_03,10.0.0.76,41.233.231.70,HTTPS,1067,97,outbound,benign
2024-08-10T20:19:10,device_08,10.0.0.192,48.153.240.106,MQTT,969,401,inbound,benign
2024-08-10T23:48:02,device_02,10.0.0.57,30.15.216.181,HTTP,909,153,inbound,benign
2024-08-11T00:32:04,device_15,10.0.0.69,25.197.184.164,HTTPS,525,275,outbound,benign
2024-08-11T02:05:54,device_06,10.0.0.179,49.198.214.153,UDP,1237,197,outbound,benign
2024-08-11T02:39:28,device_08,10.0.0.254,103.239.146.71,HTTP,1126,483,inbound,benign
2024-08-11T03:11:12,device_08,10.0.0.223,146.170.114.116,HTTPS,1200,395,inbound,benign
2024-08-11T05:26:53,device_07,10.0.0.148,40.248.248.109,HTTPS,1379,463,inbound,benign
2024-08-11T05:53:06,device_12,10.0.0.198,163.42.77.230,TCP,1275,304,outbound,benign
2024-08-11T06:13:56,device_05,10.0.0.120,76.38.226.207,HTTPS,260,26,inbound,Mirai
2024-08-11T06:30:59,device_05,10.0.0.145,220.239.121.150,HTTP,384,198,inbound,benign
2024-08-11T10:54:10,device_07,10.0.0.115,216.112.188.17,UDP,1059,94,outbound,benign
2024-08-11T13:09:40,device_08,10.0.0.165,198.44.233.40,HTTP,887,69,outbound,benign
2024-08-11T13:50:51,device_13,10.0.0.196,123.77.65.127,HTTP,1017,240,inbound,benign
2024-08-11T13:54:13,device_09,10.0.0.241,162.38.90.181,UDP,1400,401,inbound,Recon
2024-08-11T17:12:39,device_14,10.0.0.94,106.239.214.199,HTTPS,1137,339,inbound,benign
2024-08-11T18:10:05,device_15,10.0.0.30,191.94.129.76,HTTP,1412,480,inbound,benign
2024-08-11T18:43:45,device_04,10.0.0.212,19.15.54.86,HTTP,289,282,inbound,benign
2024-08-11T18:47:09,device_02,10.0.0.240,30.241.121.237,UDP,1357,497,outbound,benign
2024-08-11T19:46:29,device_15,10.0.0.2,183.120.229.133,UDP,1401,488,inbound,benign
2024-08-11T20:30:23,device_09,10.0.0.112,98.171.9.173,MQTT,342,87,outbound,benign
2024-08-11T21:21:52,device_02,10.0.0.124,85.20.9.184,UDP,1318,39,inbound,benign
2024-08-11T21:29:50,device_08,10.0.0.174,40.92.181.252,HTTP,928,110,inbound,benign
2024-08-11T23:43:29,device_13,10.0.0.104,165.73.165.202,MQTT,1239,196,outbound,benign
2024-08-12T01:04:48,device_10,10.0.0.107,42.20.118.52,UDP,675,69,outbound,benign
2024-08-12T03:08:51,device_06,10.0.0.46,94.235.227.237,HTTP,1162,299,outbound,benign
2024-08-12T05:03:13,device_09,10.0.0.134,89.23.229.107,HTTP,573,70,inbound,benign
2024-08-12T06:16:47,device_02,10.0.0.45,164.216.159.43,HTTP,155,119,inbound,benign
2024-08-12T07:30:04,device_01,10.0.0.190,99.151.98.45,HTTPS,1368,460,outbound,benign
2024-08-12T08:05:38,device_03,10.0.0.31,220.173.22.253,UDP,1236,418,outbound,benign
2024-08-12T08:14:54,device_04,10.0.0.190,192.63.220.215,HTTP,1019,439,inbound,benign
2024-08-12T08:33:00,device_15,10.0.0.193,87.19.4.77,HTTPS,1294,55,outbound,benign
2024-08-12T08:53:18,device_12,10.0.0.198,116.222.149.124,MQTT,364,373,outbound,benign
2024-08-12T12:52:06,device_06,10.0.0.91,68.62.18.128,UDP,1082,460,inbound,benign
2024-08-12T13:01:03,device_02,10.0.0.59,109.227.197.76,MQTT,740,427,outbound,benign
2024-08-12T13:23:50,device_05,10.0.0.44,125.242.121.160,UDP,518,370,outbound,benign
2024-08-12T14:05:13,device_03,10.0.0.94,167.60.117.107,MQTT,292,247,outbound,benign
2024-08-12T14:42:55,device_03,10.0.0.10,193.200.166.154,TCP,153,2,outbound,benign
2024-08-12T15:46:16,device_11,10.0.0.22,179.97.163.64,MQTT,1017,369,inbound,benign
2024-08-12T15:56:37,device_12,10.0.0.129,85.67.101.163,TCP,1117,439,inbound,benign
2024-08-12T16:39:43,device_06,10.0.0.190,101.225.92.148,UDP,985,12,outbound,benign
2024-08-12T17:15:22,device_06,10.0.0.135,37.66.238.101,HTTP,516,137,inbound,benign
2024-08-12T17:42:53,device_01,10.0.0.68,198.35.176.226,MQTT,395,493,inbound,benign
2024-08-12T18:41:10,device_14,10.0.0.154,23.14.30.83,HTTPS,85,164,outbound,benign
2024-08-12T19:34:00,device_07,10.0.0.35,96.34.18.80,HTTPS,617,194,inbound,benign
2024-08-12T21:42:47,device_06,10.0.0.244,208.22.91.223,MQTT,889,499,outbound,DDoS
2024-08-12T22:21:57,device_13,10.0.0.133,48.223.140.219,UDP,1261,182,inbound,benign
2024-08-12T22:52:13,device_02,10.0.0.38,31.218.125.117,HTTP,265,371,inbound,benign
2024-08-12T23:40:05,device_02,10.0.0.35,60.13.136.156,HTTPS,1314,119,inbound,benign
2024-08-12T23:40:50,device_01,10.0.0.254,176.164.8.163,MQTT,153,497,outbound,benign
2024-08-13T00:04:56,device_15,10.0.0.226,107.134.201.78,HTTP,487,420,outbound,benign
2024-08-13T00:17:36,device_14,10.0.0.172,182.124.250.126,MQTT,955,26,outbound,benign
2024-08-13T00:57:55,device_01,10.0.0.177,209.24.164.236,TCP,302,459,outbound,DDoS
2024-08-13T01:10:26,device_07,10.0.0.153,192.191.230.165,MQTT,915,96,outbound,benign
2024-08-13T03:34:30,device_13,10.0.0.158,214.71.151.49,MQTT,1171,284,outbound,benign
2024-08-13T03:42:24,device_13,10.0.0.116,164.114.9.182,MQTT,738,240,outbound,DDoS
2024-08-13T03:47:33,device_01,10.0.0.246,144.171.93.60,TCP,356,24,inbound,benign
2024-08-13T04:45:54,device_15,10.0.0.226,198.57.16.208,HTTP,1319,393,inbound,benign
2024-08-13T07:36:34,device_03,10.0.0.78,191.93.21.226,UDP,647,287,inbound,benign
2024-08-13T08:39:54,device_04,10.0.0.196,217.89.142.76,UDP,495,493,outbound,benign
2024-08-13T10:27:01,device_07,10.0.0.150,163.174.66.245,HTTPS,742,350,inbound,benign
2024-08-13T10:36:51,device_05,10.0.0.196,30.114.226.62,MQTT,758,138,inbound,DDoS
2024-08-13T10:59:50,device_04,10.0.0.96,74.19.108.161,TCP,562,392,outbound,benign
2024-08-13T13:17:50,device_13,10.0.0.123,141.9.61.169,HTTPS,428,493,inbound,benign
2024-08-13T13:47:54,device_07,10.0.0.47,165.141.252.133,HTTP,283,349,inbound,benign
2024-08-13T14:42:39,device_10,10.0.0.55,151.202.219.31,UDP,497,55,outbound,benign
2024-08-13T14:50:08,device_10,10.0.0.32,85.86.211.83,UDP,71,464,inbound,benign
2024-08-13T15:06:16,device_07,10.0.0.66,68.200.136.75,MQTT,490,422,inbound,benign
2024-08-13T16:22:47,device_15,10.0.0.95,54.194.129.33,MQTT,1241,337,inbound,benign
2024-08-13T17:37:04,device_11,10.0.0.175,200.121.111.241,HTTPS,947,125,outbound,benign
2024-08-13T18:47:25,device_08,10.0.0.235,47.77.103.134,TCP,685,174,inbound,benign
2024-08-13T20:29:22,device_08,10.0.0.190,64.120.123.224,MQTT,483,118,inbound,benign
2024-08-13T22:32:14,device_04,10.0.0.116,32.151.157.68,HTTPS,160,372,inbound,benign
