timestamp,device_id,sensor_type,value,unit,alert_flag
2024-07-12T18:16:38,device_15,power_draw,121.2,W,1
2024-07-12T19:58:25,device_13,motion,0,boolean,0
2024-07-12T20:19:29,device_08,motion,0,boolean,0
2024-07-12T20:26:15,device_06,motion,1,boolean,1
2024-07-12T22:56:24,device_15,humidity,86.5,%,0
2024-07-12T23:17:50,device_14,motion,1,boolean,1
2024-07-12T23:18:23,device_09,temperature,32,°C,0
2024-07-12T23:57:09,device_03,humidity,30.2,%,1
2024-07-13T00:15:23,device_12,motion,1,boolean,1
2024-07-13T01:01:21,device_08,power_draw,124.5,W,1
2024-07-13T01:53:41,device_10,motion,0,boolean,0
2024-07-13T08:09:45,device_15,humidity,81,%,1
2024-07-13T08:49:16,device_15,temperature,26.7,°C,0
2024-07-13T09:20:35,device_10,humidity,35.6,%,0
2024-07-13T09:35:42,device_07,power_draw,149.1,W,1
2024-07-13T10:02:00,device_13,power_draw,27.3,W,0
2024-07-13T10:19:44,device_13,motion,1,boolean,1
2024-07-13T10:33:16,device_12,power_draw,124.8,W,0
2024-07-13T10:51:28,device_06,motion,1,boolean,1
2024-07-13T14:17:09,device_10,motion,1,boolean,1
2024-07-13T16:31:18,device_06,motion,1,boolean,1
2024-07-13T17:29:26,device_12,humidity,79.1,%,1
2024-07-13T18:54:51,device_06,motion,1,boolean,1
2024-07-13T19:32:37,device_08,motion,0,boolean,0
2024-07-13T19:36:32,device_07,humidity,65.8,%,0
2024-07-13T20:54:13,device_13,power_draw,148.7,W,1
2024-07-13T21:28:45,device_08,motion,1,boolean,1
2024-07-13T21:47:30,device_03,motion,0,boolean,0
2024-07-13T21:51:41,device_08,humidity,60.4,%,0
2024-07-13T23:11:59,device_03,motion,1,boolean,1
2024-07-14T03:06:49,device_09,temperature,29.5,°C,0
2024-07-14T03:07:14,device_02,motion,1,boolean,1
2024-07-14T03:44:25,device_12,humidity,72.5,%,0
2024-07-14T03:55:41,device_12,motion,1,boolean,1
2024-07-14T05:00:23,device_04,motion,0,boolean,0
2024-07-14T05:18:18,device_02,temperature,27.6,°C,0
2024-07-14T05:58:54,device_08,motion,1,boolean,1
2024-07-14T07:01:34,device_13,motion,0,boolean,0
2024-07-14T07:07:50,device_10,humidity,58.2,%,0
2024-07-14T08:06:36,device_07,humidity,43.3,%,0
2024-07-14T09:55:23,device_14,humidity,56.5,%,0
2024-07-14T11:39:07,device_09,humidity,89.2,%,1
2024-07-14T13:05:20,device_02,temperature,20.4,°C,0
2024-07-14T14:43:37,device_12,humidity,80.4,%,0
2024-07-14T15:30:21,device_06,humidity,81.1,%,1
2024-07-14T19:50:46,device_12,humidity,30.6,%,0
2024-07-14T20:09:23,device_05,humidity,60.1,%,0
2024-07-14T20:16:59,device_15,humidity,61.5,%,0
2024-07-14T20:18:16,device_11,motion,1,boolean,1
2024-07-14T21:13:11,device_14,power_draw,131.9,W,1
2024-07-14T22:43:19,device_11,motion,1,boolean,1
2024-07-14T23:02:03,device_13,temperature,23.8,°C,0
2024-07-14T23:09:12,device_11,motion,0,boolean,0
2024-07-15T00:31:51,device_15,motion,0,boolean,0
2024-07-15T00:33:47,device_04,humidity,77.8,%,0
2024-07-15T01:35:56,device_02,motion,1,boolean,1
2024-07-15T01:49:35,device_10,motion,1,boolean,1
2024-07-15T02:12:11,device_02,motion,1,boolean,1
2024-07-15T02:41:54,device_07,motion,0,boolean,0
2024-07-15T05:17:52,device_13,motion,0,boolean,0
2024-07-15T05:38:57,device_06,humidity,73.2,%,0
2024-07-15T07:55:41,device_08,power_draw,7.8,W,0
2024-07-15T07:57:38,device_05,power_draw,64.4,W,0
2024-07-15T10:50:16,device_10,temperature,25.8,°C,0
2024-07-15T11:13:07,device_12,temperature,18.5,°C,1
2024-07-15T11:23:25,device_15,power_draw,98.5,W,0
2024-07-15T11:29:10,device_14,humidity,73.6,%,1
2024-07-15T11:30:35,device_03,power_draw,74,W,0
2024-07-15T12:52:14,device_10,humidity,73.5,%,1
2024-07-15T13:20:15,device_01,power_draw,59.2,W,0
2024-07-15T16:02:46,device_01,power_draw,115.2,W,0
2024-07-15T16:07:43,device_05,temperature,32.7,°C,0
2024-07-15T16:38:00,device_07,humidity,80.6,%,0
2024-07-15T17:44:26,device_15,temperature,24.1,°C,0
2024-07-15T18:15:42,device_03,temperature,21.7,°C,0
2024-07-15T18:19:47,device_13,humidity,42.7,%,0
2024-07-15T19:03:35,device_05,power_draw,20.8,W,0
2024-07-15T19:28:23,device_03,temperature,18.6,°C,1
2024-07-15T22:35:49,device_04,power_draw,21.1,W,0
2024-07-15T23:36:59,device_10,humidity,86.5,%,0
2024-07-16T00:37:16,device_07,motion,0,boolean,0
2024-07-16T03:31:27,device_07,humidity,47.3,%,0
2024-07-16T03:33:19,device_13,power_draw,67.4,W,0
2024-07-16T04:16:27,device_03,motion,1,boolean,1
2024-07-16T04:33:13,device_02,power_draw,130.4,W,0
2024-07-16T05:47:59,device_12,temperature,32.4,°C,1
2024-07-16T06:53:03,device_12,temperature,26.5,°C,0
2024-07-16T09:42:27,device_14,humidity,73.9,%,1
2024-07-16T11:51:18,device_03,humidity,83.2,%,0
2024-07-16T12:52:04,device_12,power_draw,11.6,W,0
2024-07-16T13:13:37,device_05,temperature,18.2,°C,1
2024-07-16T13:21:02,device_05,power_draw,49.2,W,0
2024-07-16T15:02:13,device_06,power_draw,48.7,W,0
2024-07-16T15:09:55,device_04,temperature,24,°C,0
2024-07-16T15:26:43,device_12,humidity,68.5,%,0
2024-07-16T19:14:38,device_11,temperature,21.1,°C,0
2024-07-16T20:11:39,device_04,motion,0,boolean,0
2024-07-16T21:54:45,device_06,power_draw,105.7,W,0
2024-07-16T23:20:28,device_01,power_draw,60.5,W,0
2024-07-16T23:37:51,device_03,motion,0,boolean,0
2024-07-17T00:28:00,device_11,motion,0,boolean,0
2024-07-17T02:29:10,device_05,humidity,84.6,%,1
2024-07-17T03:30:37,device_05,humidity,40.6,%,0
2024-07-17T03:55:46,device_06,humidity,83.5,%,0
2024-07-17T08:53:21,device_07,motion,0,boolean,0
2024-07-17T09:32:34,device_14,motion,0,boolean,0
2024-07-17T11:08:02,device_08,motion,1,boolean,1
2024-07-17T11:20:35,device_15,power_draw,17.6,W,0
2024-07-17T11:28:23,device_10,motion,1,boolean,1
2024-07-17T14:29:09,device_09,power_draw,12.7,W,0
2024-07-17T15:27:34,device_08,humidity,47.1,%,0
2024-07-17T15:36:02,device_04,power_draw,104.6,W,0
2024-07-17T16:35:07,device_14,power_draw,57.5,W,0
2024-07-17T18:00:39,device_05,humidity,59.7,%,0
2024-07-17T18:17:03,device_13,power_draw,106.2,W,0
2024-07-17T19:04:27,device_06,humidity,86.1,%,0
2024-07-17T19:18:16,device_15,humidity,62.5,%,0
2024-07-17T19:43:35,device_12,power_draw,33.6,W,0
2024-07-17T20:35:55,device_14,temperature,19.7,°C,0
2024-07-17T20:50:30,device_08,power_draw,49.3,W,0
2024-07-17T21:23:21,device_14,temperature,19.6,°C,1
2024-07-17T21:54:42,device_10,temperature,27.8,°C,0
2024-07-17T22:25:31,device_13,motion,1,boolean,1
2024-07-18T00:53:41,device_08,humidity,79.4,%,0
2024-07-18T01:16:17,device_04,temperature,28.7,°C,0
2024-07-18T01:58:06,device_04,temperature,19.4,°C,1
2024-07-18T03:22:41,device_14,temperature,33.6,°C,1
2024-07-18T06:48:57,device_10,humidity,72.7,%,0
2024-07-18T10:26:19,device_11,motion,1,boolean,1
2024-07-18T10:44:49,device_12,power_draw,19.7,W,0
2024-07-18T12:08:25,device_04,motion,0,boolean,0
2024-07-18T16:12:33,device_08,humidity,63.4,%,0
2024-07-18T17:09:04,device_06,motion,1,boolean,1
2024-07-18T17:13:53,device_04,humidity,51.7,%,0
2024-07-18T19:50:17,device_08,humidity,57.7,%,0
2024-07-18T20:01:21,device_13,temperature,32,°C,0
2024-07-18T21:17:15,device_07,motion,0,boolean,0
2024-07-18T21:33:03,device_04,humidity,44.9,%,0
2024-07-18T22:02:46,device_06,humidity,38.8,%,0
2024-07-18T22:28:45,device_01,motion,0,boolean,0
2024-07-19T01:35:24,device_14,humidity,45.7,%,0
2024-07-19T01:42:22,device_12,temperature,29.2,°C,0
2024-07-19T01:45:15,device_14,motion,0,boolean,0
2024-07-19T02:24:01,device_03,motion,0,boolean,0
2024-07-19T02:34:41,device_12,temperature,19.1,°C,1
2024-07-19T03:05:02,device_15,temperature,25.5,°C,0
2024-07-19T05:02:25,device_14,humidity,77,%,1
2024-07-19T05:47:53,device_14,temperature,20.1,°C,0
2024-07-19T06:25:16,device_07,motion,0,boolean,0
2024-07-19T07:07:00,device_02,temperature,21.7,°C,0
2024-07-19T07:16:48,device_11,temperature,26.7,°C,0
2024-07-19T07:31:05,device_09,humidity,81.1,%,0
2024-07-19T07:39:43,device_01,temperature,20.9,°C,0
2024-07-19T08:05:53,device_12,motion,1,boolean,1
2024-07-19T08:13:52,device_15,power_draw,27,W,0
2024-07-19T09:02:05,device_10,motion,0,boolean,0
2024-07-19T09:26:21,device_10,motion,1,boolean,1
2024-07-19T09:41:38,device_14,motion,1,boolean,1
2024-07-19T09:54:00,device_11,power_draw,114.4,W,0
2024-07-19T10:20:36,device_04,power_draw,109,W,0
2024-07-19T10:44:56,device_01,humidity,57.3,%,0
2024-07-19T11:22:14,device_10,power_draw,20.3,W,0
2024-07-19T13:16:38,device_02,humidity,74.9,%,1
2024-07-19T14:14:24,device_03,motion,0,boolean,0
2024-07-19T16:31:37,device_07,motion,0,boolean,0
2024-07-19T16:36:19,device_12,temperature,28.3,°C,0
2024-07-19T17:03:58,device_08,humidity,71.5,%,1
2024-07-19T22:46:16,device_05,temperature,24.3,°C,0
2024-07-20T01:29:36,device_10,humidity,78.7,%,1
2024-07-20T01:35:52,device_08,temperature,29,°C,0
2024-07-20T01:44:26,device_05,motion,0,boolean,0
2024-07-20T02:39:18,device_04,temperature,24.6,°C,0
2024-07-20T03:01:33,device_06,humidity,56.9,%,0
2024-07-20T03:40:21,device_15,humidity,54.6,%,0
2024-07-20T05:41:19,device_09,humidity,80.2,%,0
2024-07-20T06:49:44,device_08,power_draw,13.4,W,0
2024-07-20T07:57:03,device_03,motion,1,boolean,1
2024-07-20T08:08:41,device_03,motion,1,boolean,1
2024-07-20T08:25:58,device_06,humidity,38,%,0
2024-07-20T08:37:04,device_15,power_draw,135.9,W,1
2024-07-20T09:23:08,device_05,temperature,24.2,°C,0
2024-07-20T09:26:33,device_01,power_draw,11.4,W,0
2024-07-20T10:35:23,device_10,power_draw,143.4,W,1
2024-07-20T12:08:32,device_07,motion,0,boolean,0
2024-07-20T13:27:02,device_02,power_draw,40,W,0
2024-07-20T13:41:45,device_14,temperature,19,°C,1
2024-07-20T14:23:39,device_03,motion,0,boolean,0
2024-07-20T17:13:34,device_02,humidity,62.6,%,0
2024-07-20T17:29:43,device_04,humidity,55.4,%,0
2024-07-20T17:44:57,device_03,temperature,19.4,°C,0
2024-07-20T18:54:09,device_05,power_draw,125.5,W,1
2024-07-20T20:43:28,device_07,motion,0,boolean,0
2024-07-20T21:23:44,device_10,power_draw,80.9,W,0
2024-07-20T22:30:12,device_05,power_draw,58.2,W,0
2024-07-20T22:35:48,device_04,motion,0,boolean,0
2024-07-20T23:27:55,device_11,temperature,19.5,°C,0
2024-07-21T00:15:47,device_14,temperature,21.7,°C,0
2024-07-21T01:23:57,device_05,humidity,71.9,%,0
2024-07-21T03:04:25,device_11,power_draw,26.3,W,0
2024-07-21T04:35:59,device_01,temperature,29,°C,0
2024-07-21T05:11:09,device_12,power_draw,123.9,W,1
2024-07-21T05:18:33,device_07,temperature,23.9,°C,0
2024-07-21T05:45:31,device_09,motion,0,boolean,0
2024-07-21T07:17:43,device_06,temperature,28.5,°C,0
2024-07-21T08:32:48,device_14,temperature,30,°C,0
2024-07-21T09:25:57,device_08,humidity,82.7,%,1
2024-07-21T09:41:29,device_10,humidity,83.3,%,1
2024-07-21T11:17:30,device_08,motion,0,boolean,0
2024-07-21T11:41:06,device_03,power_draw,119.7,W,0
2024-07-21T12:52:09,device_09,humidity,68.6,%,0
2024-07-21T13:17:27,device_15,temperature,32.3,°C,0
2024-07-21T14:32:05,device_05,temperature,26.6,°C,0
2024-07-21T15:38:38,device_10,humidity,67.9,%,0
2024-07-21T15:41:20,device_11,temperature,19,°C,0
2024-07-21T16:57:25,device_09,motion,1,boolean,1
2024-07-21T17:52:23,device_08,motion,0,boolean,0
2024-07-21T18:35:04,device_04,humidity,38.2,%,0
2024-07-21T18:35:27,device_15,humidity,85.4,%,1
2024-07-21T19:15:50,device_06,humidity,33.1,%,0
2024-07-21T20:11:30,device_06,humidity,84.7,%,0
2024-07-21T21:03:09,device_09,temperature,19.4,°C,1
2024-07-21T23:07:15,device_03,motion,0,boolean,0
2024-07-21T23:33:00,device_14,motion,0,boolean,0
2024-07-22T02:03:26,device_13,humidity,72,%,0
2024-07-22T03:00:23,device_04,power_draw,37.9,W,0
2024-07-22T04:59:25,device_07,power_draw,134.8,W,1
2024-07-22T06:30:36,device_15,motion,1,boolean,1
2024-07-22T08:48:01,device_06,motion,1,boolean,1
2024-07-22T08:53:21,device_02,power_draw,100.7,W,0
2024-07-22T09:27:30,device_09,motion,1,boolean,1
2024-07-22T10:08:11,device_12,temperature,20.9,°C,0
2024-07-22T10:42:47,device_14,humidity,81.9,%,0
2024-07-22T11:38:20,device_10,power_draw,97.5,W,0
2024-07-22T11:40:23,device_03,temperature,25.4,°C,0
2024-07-22T11:46:41,device_14,temperature,32.3,°C,0
2024-07-22T12:05:03,device_11,temperature,18.9,°C,1
2024-07-22T13:19:33,device_02,temperature,21.2,°C,0
2024-07-22T13:23:56,device_02,motion,1,boolean,1
2024-07-22T14:04:36,device_13,motion,1,boolean,1
2024-07-22T15:17:27,device_14,humidity,50.4,%,0
2024-07-22T16:41:48,device_08,power_draw,59.6,W,0
2024-07-22T17:16:08,device_14,motion,0,boolean,0
2024-07-22T19:12:09,device_02,power_draw,134.1,W,0
2024-07-22T19:32:35,device_05,motion,1,boolean,1
2024-07-22T21:29:17,device_12,motion,0,boolean,0
2024-07-22T21:47:09,device_04,motion,1,boolean,1
2024-07-22T22:10:46,device_03,humidity,48.9,%,0
2024-07-22T23:06:52,device_10,temperature,33.9,°C,1
2024-07-22T23:23:23,device_15,temperature,20,°C,0
2024-07-22T23:47:13,device_02,temperature,27.6,°C,0
2024-07-23T01:22:27,device_15,motion,0,boolean,0
2024-07-23T02:19:01,device_06,motion,1,boolean,1
2024-07-23T04:21:51,device_12,power_draw,136.3,W,0
2024-07-23T05:11:51,device_03,motion,0,boolean,0
2024-07-23T05:41:39,device_06,motion,1,boolean,1
2024-07-23T06:38:05,device_11,temperature,25.7,°C,0
2024-07-23T07:45:02,device_12,power_draw,18.3,W,0
2024-07-23T09:53:08,device_09,humidity,30.4,%,0
2024-07-23T10:26:21,device_03,humidity,67.1,%,0
2024-07-23T11:33:18,device_14,power_draw,48.9,W,0
2024-07-23T12:14:42,device_14,temperature,21.6,°C,0
2024-07-23T12:51:22,device_11,power_draw,134.3,W,1
2024-07-23T14:32:47,device_08,humidity,79.6,%,0
2024-07-23T14:47:34,device_09,temperature,21,°C,0
2024-07-23T16:07:29,device_08,temperature,33.5,°C,0
2024-07-23T16:46:13,device_07,motion,0,boolean,0
2024-07-23T17:14:00,device_15,power_draw,139,W,0
2024-07-23T17:47:46,device_13,temperature,25.4,°C,0
2024-07-23T17:51:09,device_08,power_draw,111.5,W,0
2024-07-23T19:05:59,device_07,power_draw,74.7,W,0
2024-07-23T20:06:08,device_03,temperature,23.5,°C,0
2024-07-23T21:15:26,device_02,humidity,87.5,%,0
2024-07-23T21:24:07,device_14,power_draw,125.7,W,1
2024-07-23T22:19:24,device_12,temperature,30.6,°C,0
2024-07-23T22:32:38,device_08,temperature,30.1,°C,1
2024-07-23T22:45:02,device_01,humidity,48.3,%,0
2024-07-23T23:03:54,device_15,motion,1,boolean,1
2024-07-23T23:56:26,device_07,temperature,32,°C,1
2024-07-24T00:01:57,device_14,humidity,62.6,%,0
2024-07-24T02:14:20,device_06,humidity,62.4,%,0
2024-07-24T02:58:38,device_08,power_draw,36.3,W,0
2024-07-24T04:30:50,device_15,humidity,81.4,%,1
2024-07-24T05:55:44,device_02,power_draw,10.1,W,0
2024-07-24T08:10:48,device_14,power_draw,62.2,W,0
2024-07-24T08:56:19,device_05,temperature,29.4,°C,0
2024-07-24T13:45:38,device_05,temperature,23.8,°C,0
2024-07-24T15:26:13,device_12,humidity,68.5,%,0
2024-07-24T16:12:14,device_10,motion,1,boolean,1
2024-07-24T17:13:14,device_07,humidity,44.7,%,0
2024-07-24T18:03:32,device_03,motion,1,boolean,1
2024-07-24T21:12:48,device_01,power_draw,70,W,0
2024-07-24T21:13:00,device_10,power_draw,77.7,W,0
2024-07-25T02:11:05,device_14,humidity,60,%,0
2024-07-25T03:15:52,device_04,power_draw,120.8,W,0
2024-07-25T04:21:03,device_09,power_draw,42.9,W,0
2024-07-25T06:56:49,device_11,temperature,27.8,°C,0
2024-07-25T06:58:02,device_02,power_draw,84.2,W,0
2024-07-25T07:07:37,device_05,temperature,19.6,°C,0
2024-07-25T09:56:42,device_13,temperature,28.1,°C,0
2024-07-25T11:56:48,device_04,humidity,62.7,%,0
2024-07-25T14:26:30,device_04,temperature,34.8,°C,0
2024-07-25T15:41:21,device_05,humidity,87.1,%,1
2024-07-25T16:46:48,device_03,motion,1,boolean,1
2024-07-25T17:11:58,device_13,motion,0,boolean,0
2024-07-25T20:07:10,device_01,motion,1,boolean,1
2024-07-25T20:15:52,device_03,motion,1,boolean,1
2024-07-25T20:47:20,device_11,motion,1,boolean,1
2024-07-25T20:52:45,device_14,humidity,73.2,%,1
2024-07-25T21:48:35,device_12,motion,1,boolean,1
2024-07-25T23:06:18,device_07,temperature,25.3,°C,0
2024-07-26T00:21:17,device_02,temperature,34.2,°C,1
2024-07-26T00:47:46,device_07,motion,1,boolean,1
2024-07-26T00:48:28,device_05,motion,1,boolean,1
2024-07-26T01:00:38,device_02,motion,0,boolean,0
2024-07-26T01:06:18,device_08,temperature,34.3,°C,0
2024-07-26T02:48:34,device_15,power_draw,125.2,W,1
2024-07-26T05:15:18,device_14,power_draw,75,W,0
2024-07-26T05:19:50,device_03,humidity,67,%,0
2024-07-26T05:34:53,device_13,motion,1,boolean,1
2024-07-26T06:01:04,device_05,temperature,31.8,°C,1
2024-07-26T09:46:39,device_10,motion,0,boolean,0
2024-07-26T13:37:02,device_07,motion,0,boolean,0
2024-07-26T14:00:36,device_08,motion,0,boolean,0
2024-07-26T15:04:57,device_03,temperature,21.1,°C,0
2024-07-26T15:11:19,device_15,humidity,83,%,0
2024-07-26T17:46:21,device_15,motion,0,boolean,0
2024-07-26T18:07:42,device_10,humidity,71.9,%,0
2024-07-26T18:46:51,device_05,power_draw,59.2,W,0
2024-07-26T18:51:50,device_08,motion,1,boolean,1
2024-07-26T19:04:12,device_04,temperature,23.5,°C,0
2024-07-26T19:45:10,device_02,temperature,32.5,°C,0
2024-07-26T20:30:11,device_11,power_draw,52,W,0
2024-07-26T21:03:48,device_11,motion,1,boolean,1
2024-07-27T00:28:31,device_05,temperature,24.9,°C,0
2024-07-27T00:41:03,device_02,temperature,33.3,°C,0
2024-07-27T01:48:42,device_03,motion,0,boolean,0
2024-07-27T02:21:31,device_04,motion,1,boolean,1
2024-07-27T03:16:47,device_15,power_draw,3.9,W,0
2024-07-27T03:19:02,device_08,motion,1,boolean,1
2024-07-27T03:39:10,device_02,humidity,42.4,%,0
2024-07-27T05:01:39,device_14,temperature,19.4,°C,1
2024-07-27T08:07:10,device_07,temperature,28.8,°C,0
2024-07-27T08:23:22,device_08,temperature,27.6,°C,0
2024-07-27T08:40:08,device_02,humidity,70.8,%,1
2024-07-27T09:25:33,device_14,temperature,19.9,°C,0
2024-07-27T09:41:07,device_10,temperature,31.7,°C,0
2024-07-27T11:41:56,device_05,motion,1,boolean,1
2024-07-27T12:20:36,device_05,motion,0,boolean,0
2024-07-27T14:43:53,device_14,temperature,19.9,°C,0
2024-07-27T14:58:51,device_09,power_draw,109.7,W,0
2024-07-27T15:44:48,device_03,motion,1,boolean,1
2024-07-27T15:50:50,device_09,power_draw,50.3,W,0
2024-07-27T17:01:17,device_15,humidity,78.3,%,0
2024-07-27T23:24:26,device_15,temperature,22.1,°C,0
2024-07-28T00:21:17,device_14,temperature,26.5,°C,0
2024-07-28T00:37:44,device_04,temperature,22.5,°C,0
2024-07-28T01:09:48,device_12,power_draw,130.3,W,1
2024-07-28T03:13:15,device_01,motion,0,boolean,0
2024-07-28T03:25:21,device_05,temperature,22.9,°C,0
2024-07-28T03:31:54,device_07,humidity,88.8,%,1
2024-07-28T03:42:06,device_04,temperature,31.4,°C,1
2024-07-28T03:52:32,device_01,temperature,33.4,°C,1
2024-07-28T04:22:56,device_04,motion,1,boolean,1
2024-07-28T04:52:24,device_15,power_draw,108.8,W,0
2024-07-28T07:51:40,device_04,temperature,28.2,°C,0
2024-07-28T09:19:47,device_13,humidity,78.8,%,1
2024-07-28T10:33:13,device_06,power_draw,79.4,W,0
2024-07-28T11:33:05,device_14,humidity,37.2,%,0
2024-07-28T11:58:49,device_14,power_draw,67.8,W,0
2024-07-28T12:07:01,device_10,motion,0,boolean,0
2024-07-28T13:19:15,device_11,motion,0,boolean,0
2024-07-28T14:27:31,device_02,humidity,89.7,%,0
2024-07-28T15:22:22,device_10,humidity,63.6,%,0
2024-07-28T15:23:19,device_05,motion,0,boolean,0
2024-07-28T16:39:36,device_02,power_draw,8.7,W,0
2024-07-28T17:22:26,device_13,motion,0,boolean,0
2024-07-28T18:32:03,device_11,temperature,34.5,°C,0
2024-07-28T20:44:19,device_05,temperature,31.8,°C,1
2024-07-28T21:44:45,device_05,temperature,23,°C,0
2024-07-28T22:27:26,device_06,humidity,80.5,%,0
2024-07-28T22:34:32,device_13,humidity,30.3,%,0
2024-07-28T23:10:03,device_06,power_draw,141.3,W,1
2024-07-28T23:19:37,device_12,temperature,29.3,°C,0
2024-07-28T23:55:36,device_04,humidity,86.8,%,0
2024-07-29T00:48:52,device_08,motion,0,boolean,0
2024-07-29T01:12:22,device_01,temperature,27.5,°C,0
2024-07-29T01:14:39,device_04,humidity,59.7,%,0
2024-07-29T01:43:45,device_09,motion,0,boolean,0
2024-07-29T03:24:31,device_12,humidity,43.3,%,0
2024-07-29T03:57:15,device_11,motion,0,boolean,0
2024-07-29T05:07:32,device_12,motion,1,boolean,1
2024-07-29T05:37:54,device_11,motion,1,boolean,1
2024-07-29T06:31:48,device_06,humidity,42.7,%,0
2024-07-29T06:59:43,device_03,power_draw,146.8,W,1
2024-07-29T07:00:17,device_04,humidity,64.6,%,0
2024-07-29T07:36:07,device_06,temperature,26.3,°C,0
2024-07-29T08:56:22,device_04,power_draw,20.4,W,0
2024-07-29T09:32:15,device_13,power_draw,37.1,W,0
2024-07-29T09:46:06,device_04,humidity,51.8,%,0
2024-07-29T12:20:57,device_02,power_draw,22.9,W,0
2024-07-29T12:33:02,device_11,motion,1,boolean,1
2024-07-29T12:45:41,device_01,power_draw,55.6,W,0
2024-07-29T14:20:45,device_08,motion,1,boolean,1
2024-07-29T15:36:59,device_01,motion,0,boolean,0
2024-07-29T16:04:47,device_03,power_draw,12.3,W,0
2024-07-29T18:18:19,device_06,temperature,26.3,°C,0
2024-07-29T19:08:42,device_11,humidity,79.1,%,0
2024-07-29T20:30:14,device_03,temperature,28,°C,0
2024-07-29T21:06:52,device_03,power_draw,17.8,W,0
2024-07-29T22:57:37,device_06,temperature,27.6,°C,0
2024-07-30T00:49:14,device_11,humidity,39.1,%,0
2024-07-30T02:05:28,device_14,power_draw,75.1,W,0
2024-07-30T04:31:42,device_02,motion,0,boolean,0
2024-07-30T04:31:54,device_10,humidity,49.6,%,0
2024-07-30T05:03:09,device_04,humidity,79.2,%,0
2024-07-30T05:41:12,device_14,power_draw,22.1,W,0
2024-07-30T08:04:36,device_12,temperature,21.2,°C,0
2024-07-30T09:52:18,device_08,power_draw,10.3,W,0
2024-07-30T11:09:44,device_14,temperature,27.2,°C,0
2024-07-30T11:38:52,device_11,motion,1,boolean,1
2024-07-30T11:39:39,device_06,power_draw,79.5,W,0
2024-07-30T12:46:56,device_09,power_draw,136.7,W,1
2024-07-30T15:27:36,device_05,power_draw,33.2,W,0
2024-07-30T15:57:59,device_01,humidity,31,%,1
2024-07-30T17:55:17,device_05,motion,1,boolean,1
2024-07-30T19:55:00,device_01,motion,0,boolean,0
2024-07-30T20:11:49,device_14,humidity,60.1,%,0
2024-07-30T20:36:05,device_07,power_draw,119.9,W,0
2024-07-30T21:19:02,device_01,humidity,86,%,1
2024-07-30T21:19:24,device_06,temperature,27.7,°C,0
2024-07-30T22:12:18,device_08,power_draw,26.1,W,0
2024-07-31T05:31:28,device_05,temperature,19.1,°C,0
2024-07-31T07:21:21,device_08,motion,0,boolean,0
2024-07-31T08:15:40,device_01,motion,0,boolean,0
2024-07-31T10:32:32,device_03,power_draw,62.3,W,0
2024-07-31T11:12:56,device_13,power_draw,32.8,W,0
2024-07-31T12:38:20,device_02,motion,1,boolean,1
2024-07-31T14:08:45,device_15,motion,1,boolean,1
2024-07-31T16:07:31,device_07,temperature,23.7,°C,0
2024-07-31T17:06:27,device_15,humidity,30.6,%,0
2024-07-31T17:34:48,device_08,power_draw,65.4,W,0
2024-07-31T17:36:39,device_12,temperature,34.2,°C,0
2024-07-31T17:39:53,device_12,power_draw,138.7,W,0
2024-07-31T17:59:59,device_10,power_draw,50.4,W,0
2024-07-31T18:00:47,device_14,motion,0,boolean,0
2024-07-31T20:09:56,device_13,motion,1,boolean,1
2024-07-31T20:22:35,device_15,temperature,32.4,°C,0
2024-07-31T21:14:20,device_15,power_draw,62.2,W,0
2024-07-31T21:15:33,device_14,humidity,82,%,1
2024-07-31T21:38:20,device_08,humidity,65.2,%,0
2024-07-31T21:59:11,device_07,motion,0,boolean,0
2024-07-31T22:24:33,device_10,humidity,54.2,%,0
2024-07-31T22:31:44,device_09,power_draw,124.1,W,0
2024-07-31T23:10:33,device_05,humidity,66.3,%,0
2024-08-01T00:34:22,device_10,temperature,29.9,°C,0
2024-08-01T02:16:04,device_07,power_draw,47.9,W,0
2024-08-01T05:30:43,device_11,motion,1,boolean,1
2024-08-01T07:03:28,device_12,motion,1,boolean,1
2024-08-01T07:06:05,device_05,humidity,53.3,%,0
2024-08-01T07:29:57,device_13,temperature,23.2,°C,0
2024-08-01T09:21:49,device_12,temperature,21.7,°C,0
2024-08-01T09:55:09,device_03,humidity,42.8,%,0
2024-08-01T10:01:28,device_12,power_draw,87.8,W,0
2024-08-01T10:49:27,device_11,temperature,24.2,°C,0
2024-08-01T11:56:14,device_08,power_draw,134.7,W,0
2024-08-01T11:58:49,device_05,power_draw,124.4,W,1
2024-08-01T13:01:56,device_10,humidity,46.1,%,0
2024-08-01T15:52:59,device_02,power_draw,10.6,W,0
2024-08-01T17:47:20,device_03,power_draw,117.4,W,0
2024-08-01T17:53:59,device_14,motion,0,boolean,0
2024-08-01T18:26:47,device_12,motion,0,boolean,0
2024-08-01T19:00:23,device_13,motion,0,boolean,0
2024-08-01T19:04:45,device_02,power_draw,120.1,W,0
2024-08-01T19:46:59,device_08,motion,1,boolean,1
2024-08-01T20:09:28,device_12,temperature,22,°C,0
2024-08-01T21:21:54,device_13,power_draw,104.5,W,0
2024-08-02T00:39:46,device_05,motion,0,boolean,0
2024-08-02T00:43:34,device_08,motion,0,boolean,0
2024-08-02T03:47:02,device_06,humidity,72.2,%,0
2024-08-02T04:10:25,device_13,motion,1,boolean,1
2024-08-02T04:15:36,device_03,power_draw,49.2,W,0
